Thread 4: Line 1017: Genesis 35:2	In truth, Jacob, having called together all his house, said: “Cast away the foreign gods that are in your midst and be cleansed, and also change your garments.
Thread 4: Line 1019: Genesis 35:4	Therefore, they gave him all the foreign gods which they had, and the earrings which were in their ears. And then he buried them under the terebinth tree, which is beyond the city of Shechem.
Thread 25: Line 7146: Ruth 1:15	Naomi said to her, “See, your kinswoman returns to her people, and to her gods. Hurry after her.”
Thread 25: Line 7309: 1 Samuel 4:8	“Woe to us! For there was no such great exultation yesterday, or the day before. Woe to us! Who will save us from the hand of these sublime gods? These are the gods who struck Egypt with all the plagues, in the desert.”
Thread 25: Line 7330: 1 Samuel 5:7	Then the men of Ashdod, seeing this kind of plague, said: “The ark of the God of Israel shall not remain with us. For his hand is harsh, over us and over Dagon, our god.”
Thread 25: Line 7340: 1 Samuel 6:5	“In accord with the number of the provinces of the Philistines, you shall fashion five gold cysts and five gold mice. For the same plague has been upon all of you and your princes. And you shall fashion a likeness of your cysts and a likeness of the mice, which have destroyed the land. And so shall you give glory to the God of Israel, so that perhaps he may lift off his hand from you, and from your gods, and from your land.
Thread 25: Line 7359: 1 Samuel 7:3	Then Samuel spoke to the entire house of Israel, saying: “If you would return to the Lord with your whole heart, take away strange gods from among you, the Baals and Ashtaroth, and prepare your hearts for the Lord, and serve him alone. And he will rescue you from the hand of the Philistines.”
Thread 25: Line 7381: 1 Samuel 8:8	In accord with all their works, which they have done from the day when I led them away from Egypt, even to this day: just as they have forsaken me, and served foreign gods, so now they also do to you.
Thread 65: Line 18997: Jeremiah 2:28	Where are your gods that you made for yourselves? Let them rise up and deliver you in the time of your affliction. For certainly, your gods were like the number of your cities, O Judah.
Thread 65: Line 19069: Jeremiah 5:7	“Over which things am I able to be merciful to you? Your sons have forsaken me, and they swear by those who are not gods. I gave them everything, and they committed adultery, and they indulged themselves in the house of the harlot.
Thread 65: Line 19081: Jeremiah 5:19	And if they say, ‘Why has the Lord our God done all these things to us?’ You shall say to them: ‘Just as you have abandoned me and have served a strange god in your own land, so will you serve strangers in a land not your own.’
Thread 65: Line 19129: Jeremiah 7:6	if you do not act with deceit toward the new arrival, the orphan, and the widow, and if you do not pour out innocent blood in this place, and if you do not walk after strange gods, which is to your own harm,
Thread 65: Line 19132: Jeremiah 7:9	so as to steal, to murder, to commit adultery, to swear falsely, to offer libations to Baal, and to go after strange gods, which you do not know.
Thread 65: Line 19141: Jeremiah 7:18	The sons gather the wood, and the fathers kindle the fire, and the wives spread the grease, so as to make cakes to the queen of heaven and to offer libations to strange gods, and so as to provoke me to anger.
Thread 65: Line 19216: Jeremiah 10:11	“And so, you shall speak to them in this way: The gods that have not made heaven and earth, let them perish from the earth and from among those places which are under heaven.
