Thread 40: Line 11728: 2 Chronicles 25:20	Amaziah was not willing to listen to him, because it was the will of the Lord that he be delivered into the hands of the enemies, because of the gods of Edom.
Thread 40: Line 11791: 2 Chronicles 28:23	immolated victims to the gods of Damascus, those who had struck him. And he said: “The gods of the kings of Syria assist them, and so I will please them with victims, and they will help me.” But to the contrary, they had been the ruin of him and of all Israel.
Thread 28: Line 8207: 2 Samuel 7:23	But what nation is there upon the earth like your people Israel, because of whom God went forth, so that he might redeem a people for himself, and establish a name for himself, and accomplish for them great and terrible things upon the earth, before the face of your people, whom you redeemed for yourself away Egypt, the nations and their gods.
Thread 8: Line 2137: Exodus 22:20	Whoever immolates to gods, other than to the Lord, shall be killed.
Thread 8: Line 2161: Exodus 23:13	Preserve all that I have said to you. And by the names of foreign gods you shall not swear; neither shall these be heard from your mouth.
Thread 8: Line 2172: Exodus 23:24	You shall not adore their gods, nor worship them. You shall not do their works, but you shall destroy them and break apart their statues.
Thread 8: Line 2180: Exodus 23:32	You shall not enter into a pact with them, nor with their gods.
Thread 8: Line 2181: Exodus 23:33	They may not live on your land, lest perhaps they may cause you to sin against me, if you serve their gods, which certainly would be a temptation for you.”
Thread 63: Line 18394: Isaiah 37:38	And it happened that, as he was adoring his god in the temple of Nisroch, his sons, Adramelech and Sharezer, struck him with the sword. And they fled into the land of Ararat. And Esarhaddon, his son, reigned in his place.
Thread 63: Line 18478: Isaiah 41:23	Announce the things that will occur in the future, and we will know that you are gods. Likewise, accomplish good or evil, if you are able, and let us speak of it and see it together.
Thread 63: Line 18501: Isaiah 42:17	They have been converted again. Let those who trust in graven idols be greatly confounded, for they say to a molten thing, “You are our god.”
Thread 63: Line 18519: Isaiah 43:10	You are my witnesses, says the Lord, and you are my servant, whom I have chosen, so that you may know, and may believe in me, and so that you may understand that I am the same. Before me, there was no god formed, and after me there will be none.
Thread 63: Line 18547: Isaiah 44:10	Who has formed a god or cast a molten image, which is useful for nothing?
Thread 63: Line 18552: Isaiah 44:15	And it is used by men for fuel. He took from it and warmed himself. And he set it on fire and baked bread. But from the remainder, he made a god, and he adored it. He made an idol, and he bowed down before it.
Thread 63: Line 18554: Isaiah 44:17	But from its remainder, he made a god and a graven image for himself. He bowed down before it, and he adored it, and he prayed to it, saying: “Free me! For you are my god.”
Thread 63: Line 18570: Isaiah 45:5	I am the Lord, and there is no one else. There is no god beside me. I girded you, and you have not known me.
Thread 63: Line 18585: Isaiah 45:20	Assemble yourselves, and approach, and draw near together, you who have been saved among the Gentiles. They lack knowledge, who lift up the wood of their sculpture, and who petition a god unable to save.
Thread 63: Line 18586: Isaiah 45:21	Announce it, and approach, and consult together. Who has caused this to be heard from the beginning, and who has foretold it from that time? Is it not I, the Lord? And is there some other god beside me? I am a just God who saves, and there is no one except me.
Thread 63: Line 18596: Isaiah 46:6	You take gold from a bag, and you weigh silver on a scale, so as to hire a goldsmith to make a god. And they fall prostrate and adore.
Thread 63: Line 18599: Isaiah 46:9	Remember the past ages. For I am God, and there is no other god. There is no one like me.
Thread 74: Line 21743: Daniel 1:2	And the Lord delivered into his hand Jehoiakim the king of Judah and a portion of the vessels of the house of God. And he carried them away into the land of Shinar, to the house of his god, and he brought the vessels into the treasure chamber of his god.
Thread 74: Line 21773: Daniel 2:11	For the answer that you seek, O king, is very difficult. Neither can anyone be found who can reveal it in the sight of the king, except the gods, whose conversation is not with men.”
Thread 74: Line 21809: Daniel 2:47	And so the king spoke with Daniel and said, “Truly, your God is the God of gods, and Lord of kings, and also a revealer of secrets, since you could uncover this mystery.”
Thread 74: Line 21823: Daniel 3:12	Yet there are influential Jews, whom you have appointed over the works of the region of Babylon, Shadrach, Meshach, and Abednego. These men, O king, have scorned your decree. They do not worship your gods, and they do not adore the gold statue which you have raised up.”
Thread 74: Line 21825: Daniel 3:14	And king Nebuchadnezzar addressed them and said, “Is it true, Shadrach, Meshach, and Abednego, that you do not worship my gods, nor adore the gold statue, which I have set up?
Thread 74: Line 21829: Daniel 3:18	But even if he will not, let it be known to you, O king, that we will not worship your gods, nor adore the gold statue, which you have raised up.”
Thread 74: Line 21834: Daniel 3:23	But these three men, that is, Shadrach, Meshach, and Abednego, having been bound, fell down in the middle of the oven of burning fire. And they were walking in the midst of the flame, praising God and blessing the Lord. Then Azariah, while standing, prayed in this manner, and opening his mouth in the midst of the fire, he said: “Blessed are you, O Lord, the God of our fathers, and your name is praiseworthy and glorious for all ages. For you are just in all the things that you have accomplished for us, and all your works are true, and your ways are right, and all your judgments are true. For you have made equally true judgments in all the things that you have brought upon us and upon Jerusalem, the holy city of our fathers. For in truth and in judgment, you have brought down all these things because of our sins. For we have sinned, and we have committed iniquity in withdrawing from you, and we have offended in all things. And we have not listened to your precepts, nor have we observed or done as you have ordered us, so that it might go well with us. Therefore, everything that you have brought upon us, and all that you have done for us, you have done in true judgment. And you have delivered us into the hands of our enemies: traitors, unjust and most wicked, and to a king, unjust and most wicked, even more so than all others on earth. And now we are not able to open our mouths. We have become a shame and a disgrace to your servants and to those who worship you. Do not hand us over forever, we ask you, because of your name, and do not abolish your covenant. And do not withdraw your mercy from us, because of Abraham, your beloved, and Isaac, your servant, and Israel, your holy one. You have spoken with them, promising that you would multiply their offspring like the stars of heaven and like the sand on the seashore. For we, O Lord, are diminished more than all other peoples, and we are brought low throughout all the earth, this day, because of our sins. Neither is there, at this time, a leader, or a ruler, or a prophet, nor any holocaust, or sacrifice, or oblation, or incense, or place of first fruits, in your eyes, so that we may be able to find your mercy. Nevertheless, with a contrite soul and humble spirit, let us be accepted. Just as in the holocausts of rams and bullocks, and as in thousands of fat lambs, so let our sacrifice be in your sight this day, in order to please you. For there is no shame for those who trust in you. And now we follow you wholeheartedly, and we fear you, and we seek your face. Do not put us to shame, but deal with us in agreement with your clemency and according to the multitude of your mercies. And rescue us by your wonders and give glory to your name, O Lord. And let all those be confounded who lead your servants towards evil. May they be confounded by all your power and may their strength be crushed. And may they know that you are the Lord, the only God, and glorious above the world.” And they did not cease, those attendants of the king who had cast them in, to heat the furnace with oil, and flax, and pitch, and brush. And the flame streamed forth above the furnace for forty-nine cubits. And the fire erupted and burnt those of the Chaldeans within its reach near the furnace. But the angel of the Lord descended with Azariah and his companions into the furnace; and he cast the flame of the fire out of the furnace. And he made the middle of the furnace like the blowing of a damp wind, and the fire did not touch them, nor afflict them, nor bother them at all. Then these three, as if with one voice, praised and glorified and blessed God, in the furnace, saying: “Blessed are you, Lord, God of our fathers: praiseworthy, and glorious, and exalted above all forever. And blessed is the holy name of your glory: praiseworthy, and exalted above all, for all ages. Blessed are you in the holy temple of your glory: praiseworthy above all and exalted above all forever. Blessed are you on the throne of your kingdom: praiseworthy above all and exalted above all forever. Blessed are you who beholds the abyss and sits upon the cherubims: praiseworthy and exalted above all forever. Blessed are you in the firmament of heaven: praiseworthy and glorious forever. All works of the Lord, bless the Lord: praise and exalt him above all forever. Angels of the Lord, bless the Lord: praise and exalt him above all forever. Heaven, bless the Lord: praise and exalt him above all forever. All waters that are above the heavens, bless the Lord: praise and exalt him above all forever. All powers of the Lord, bless the Lord: praise and exalt him above all forever. Sun and moon, bless the Lord: praise and exalt him above all forever. Stars of heaven, bless the Lord: praise and exalt him above all forever. Every rain and dew, bless the Lord: praise and exalt him above all forever. Every breath of God, bless the Lord: praise and exalt him above all forever. Fire and steam, bless the Lord: praise and exalt him above all forever. Cold and heat, bless the Lord: praise and exalt him above all forever. Dews and frost, bless the Lord: praise and exalt him above all forever. Sleet and winter, bless the Lord: praise and exalt him above all forever. Ice and snow, bless the Lord: praise and exalt him above all forever. Nights and days, bless the Lord: praise and exalt him above all forever. Light and darkness, bless the Lord: praise and exalt him above all forever. Lightning and clouds, bless the Lord: praise and exalt him above all forever. May the land bless the Lord: and praise and exalt him above all forever. Mountains and hills, bless the Lord: praise and exalt him above all forever. All things that grow in the land, bless the Lord: praise and exalt him above all forever. Fountains, bless the Lord: praise and exalt him above all forever. Seas and rivers, bless the Lord: praise and exalt him above all forever. Whales and all things that move in the waters, bless the Lord: praise and exalt him above all forever. All things that fly in the heavens, bless the Lord: praise and exalt him above all forever. All beasts and cattle, bless the Lord: praise and exalt him above all forever. Sons of men, bless the Lord: praise and exalt him above all forever. May Israel bless the Lord: and praise and exalt him above all forever. Priests of the Lord, bless the Lord: praise and exalt him above all forever. Servants of the Lord, bless the Lord: praise and exalt him above all forever. Spirits and souls of the just, bless the Lord: praise and exalt him above all forever. Those who are holy and humble in heart, bless the Lord: praise and exalt him above all forever. Hananiah, Azariah, Mishael, bless the Lord: praise and exalt him above all forever. For he has delivered us from the underworld, and saved us from the hand of death, and freed us from the midst of the burning flame, and rescued us from the midst of the fire. Give thanks to the Lord because he is good: because his mercy is forever. All those who are pious, bless the Lord, the God of gods: praise him and acknowledge him because his mercy is for all generations.”
Thread 74: Line 21839: Daniel 3:28	Then Nebuchadnezzar, bursting out, said, “Blessed is their God, the God of Shadrach, Meshach, and Abednego, who sent his angel and rescued his servants who believed in him. And they altered the verdict of the king, and they delivered up their bodies, so that they would not serve or adore any god except their God.
Thread 74: Line 21849: Daniel 4:8	And then their colleague came in before me, Daniel, (whose name is Belteshazzar according to the name of my god,) who has the spirit of the holy gods within his very self, and I told the dream directly to him.
Thread 74: Line 21850: Daniel 4:9	Belteshazzar, leader of the seers, since I know that you have in you the spirit of the holy gods, and that no mystery is unreachable to you, explain to me the visions of my dreams, which I saw, and the solution to them.
Thread 74: Line 21859: Daniel 4:18	I, king Nebuchadnezzar, saw this dream. And so you, Belteshazzar, must quickly explain to me the interpretation because all the wise men of my kingdom are not able to declare the meaning of it to me. But you are able because the spirit of the holy gods is in you.
Thread 74: Line 21882: Daniel 5:4	They drank wine, and they praised their gods of gold, and silver, brass, iron, and wood and stone.
Thread 74: Line 21889: Daniel 5:11	There is a man in your kingdom, who has the spirit of the holy gods within himself, and in the days of your father, knowledge and wisdom were found in him. For king Nebuchadnezzar, your father, appointed him leader of the astrologers, enchanters, Chaldeans, and soothsayers, even your father, I say to you, O king.
Thread 74: Line 21892: Daniel 5:14	I have heard of you, that you have the spirit of the gods, and that greater knowledge, as well as understanding and wisdom, have been found in you.
Thread 74: Line 21901: Daniel 5:23	But you have lifted yourself up against the Lord of heaven. And the vessels of his house have been presented before you. And you, and your nobles, and your wives, and your concubines, have drunk wine from them. Likewise, you have praised the gods of silver, and gold, and brass, iron, and wood and stone, who neither see, nor hear, nor feel, yet you have not glorified the God who holds your breath and all your ways in his hand.
Thread 74: Line 21916: Daniel 6:7	All the leaders of your kingdom, the magistrates and governors, the senators and judges, have taken counsel that an imperial decree and edict should be published, so that all who ask any petition of any god or man for thirty days, except of you, O king, will be cast into the den of lions.
Thread 74: Line 21921: Daniel 6:12	And they approached and spoke to the king about the edict. “O king, did you not decree that every man who makes a request to any of the gods or men for thirty days, except to yourself, O king, would be cast into the den of lions?” To which the king replied, saying, “The sentence is true, and according to the decree of the Medes and Persians, it is not lawful to violate it.”
Thread 19: Line 5371: Deuteronomy 17:3	so as to go and serve foreign gods and adore them, such as the sun and the moon, or any of the host of heaven, which I have not instructed,
Thread 19: Line 5408: Deuteronomy 18:20	But if a prophet, having been corrupted by arrogance, chooses to speak, in my name, things which I did not instruct him to say, or to speak in the name of foreign gods, he shall be put to death.
Thread 19: Line 5449: Deuteronomy 20:18	Otherwise, they may teach you to do all the abominations which they have committed for their own gods. And then you would sin against the Lord your God.
Thread 19: Line 5629: Deuteronomy 28:14	and will not turn aside from them, neither to the right, nor to the left, nor follow strange gods, nor worship them.
Thread 98: Line 28867: 2 Corinthians 4:4	As for them, the god of this age has blinded the minds of unbelievers, so that the light of the Gospel of the glory of Christ, who is the image of God, would not shine in them.
Thread 37: Line 10790: 1 Chronicles 14:12	And they left behind their gods in that place, and so David ordered them to be burned.
Thread 37: Line 10849: 1 Chronicles 16:25	For the Lord is great and exceedingly praiseworthy. And he is terrible, above all gods.
Thread 37: Line 10850: 1 Chronicles 16:26	For all the gods of the peoples are idols. But the Lord made the heavens.
Thread 6: Line 1690: Exodus 7:1	And the Lord said to Moses: “Behold, I have appointed you as the god of Pharaoh. And Aaron, your brother, will be your prophet.
Thread 1: Line 63: Genesis 3:5	For God knows that, on whatever day you will eat from it, your eyes will be opened; and you will be like gods, knowing good and evil.”
Thread 90: Line 26519: John 10:34	Jesus responded to them: “Is it not written in your law, ‘I said: you are gods?’
Thread 90: Line 26520: John 10:35	If he called those to whom the word of God was given gods, and Scripture cannot be broken,
Thread 9: Line 2443: Exodus 32:1	Then the people, seeing that Moses made a delay in descending from the mountain, gathered together against Aaron, and said: “Rise up, make us gods, who may go before us. But as for this man Moses, who led us away from the land of Egypt, we do not know what has befallen him.”
Thread 9: Line 2446: Exodus 32:4	And when he had received them, he formed these by the work of a casting furnace, and he made from these a molten calf. And they said: “These are your gods, O Israel, who led you away from the land of Egypt.”
Thread 9: Line 2450: Exodus 32:8	They have quickly withdrawn from the way which you revealed to them. And they have made for themselves a molten calf, and they have worshiped it. And immolating victims to it, they have said: ‘These are your gods, O Israel, who led you away from the land of Egypt.’ ”
Thread 9: Line 2465: Exodus 32:23	They said to me: ‘Make gods for us, who may go before us. For this Moses, who led us away from the land of Egypt, we do not know what has befallen him.’
Thread 9: Line 2473: Exodus 32:31	And returning to the Lord, he said: “I beg you, this people has sinned the greatest sin, and they have made for themselves gods of gold. Either release them from this offense,
Thread 9: Line 2514: Exodus 34:14	Do not be willing to worship any strange god. The jealous Lord is his name. God is a rival.
Thread 9: Line 2515: Exodus 34:15	Do not enter into a pact with the men of those regions, lest, when they will have fornicated with their gods and worshiped their idols, someone might call upon you to eat from what was immolated.
Thread 9: Line 2516: Exodus 34:16	Neither shall you take a wife for your son from their daughters, lest, after they themselves have fornicated, they may cause your sons also to fornicate with their gods.
Thread 9: Line 2517: Exodus 34:17	You shall not make for yourselves any molten gods.
Thread 12: Line 3289: Leviticus 19:4	Do not be willing to convert to idols, neither should you make molten gods for yourselves. I am the Lord your God.
Thread 33: Line 9539: 2 Kings 1:2	And Ahaziah fell down through the lattices of his upper room, which he had in Samaria, and he was injured. And he sent messengers, saying to them, “Go, consult Beelzebub, the god of Ekron, as to whether I may be able to survive this infirmity of mine.”
Thread 33: Line 9540: 2 Kings 1:3	And an Angel of the Lord spoke to Elijah, the Tishbite, saying: “Rise up, and ascend to meet the messengers of the king of Samaria. And you shall say to them: ‘Is there not a God in Israel, so that you would go to consult Beelzebub, the god of Ekron?
Thread 33: Line 9543: 2 Kings 1:6	But they responded to him: “A man met us, and he said to us: ‘Go, and return to the king who sent you. And you shall say to him: Thus says the Lord: Is it because there was no God in Israel that you are sending to consult Beelzebub, the god of Ekron? Therefore, from the bed to which you have ascended, you shall not descend. Instead, dying you shall die.’ ”
Thread 33: Line 9553: 2 Kings 1:16	And he said to him: “Thus says the Lord: Because you sent messengers to consult Beelzebub, the god of Ekron, as if there were no God in Israel, from whom you would be able to seek a word, therefore, from the bed to which you have ascended, you shall not descend. Instead, dying you shall die.”
Thread 33: Line 9668: 2 Kings 5:17	And Naaman said: “As you wish. But I beg you to grant to me, your servant, that I may take from here the burden of two mules from the ground. For your servant will no longer offer holocaust or victim to other gods, except to the Lord.
Thread 92: Line 27160: Acts 7:40	saying to Aaron: ‘Make gods for us, which may go before us. For this Moses, who led us away from the land of Egypt, we do not know what has happened to him.’
Thread 92: Line 27163: Acts 7:43	And yet you took up for yourselves the tabernacle of Moloch and the star of your god Rephan, figures which you yourselves formed in order to adore them. And so I will carry you away, beyond Babylon.’
Thread 52: Line 15230: Psalm 81:9	then there will be no new god among you, nor will you adore a foreign god.
Thread 52: Line 15238: Psalm 82:1	A Psalm of Asaph. God has stood in the synagogue of gods, but, in their midst, he decides between gods.
Thread 52: Line 15243: Psalm 82:6	I said: You are gods, and all of you are sons of the Most High.
Thread 52: Line 15270: Psalm 84:7	For even the lawgiver will provide a blessing; they will go from virtue to virtue. The God of gods will be seen in Zion.
Thread 52: Line 15296: Psalm 86:8	There is no one like you among the gods, O Lord, and there is no one like you in your works.
Thread 7: Line 1832: Exodus 12:12	And I will cross through the land of Egypt that night, and I will strike down all the firstborn in the land of Egypt, from man, even to cattle. And I will bring judgments against all the gods of Egypt. I am the Lord.
Thread 7: Line 2014: Exodus 18:11	Now I know that the great Lord is above all gods. This is why they acted arrogantly against them.”
Thread 7: Line 2058: Exodus 20:3	You shall not have strange gods before me.
Thread 7: Line 2078: Exodus 20:23	You shall not make gods of silver, nor shall you make for yourselves gods of gold.
Thread 31: Line 9061: 1 Kings 9:6	But if you and your sons, wandering, will have turned away, not following me, and not keeping my commandments and my ceremonies, which I have proposed to you, but instead you go away, and you serve strange gods and adore them,
Thread 31: Line 9064: 1 Kings 9:9	And they will respond: ‘Because they abandoned the Lord their God, who led their fathers away from the land of Egypt, and they followed strange gods, and they adored them and served them. For this reason, the Lord led all this evil over them.’ ”
Thread 31: Line 9114: 1 Kings 11:2	These were of the nations about whom the Lord said to the sons of Israel: “You shall not enter to them, and none of them shall enter to anyone of yours. For they will most certainly turn aside your hearts, so that you follow their gods.” And yet, to these Solomon was joined with a greatly enflamed love.
Thread 31: Line 9116: 1 Kings 11:4	And when now he was old, his heart was perverted by the women, so that he followed strange gods. And his heart was not perfect with the Lord his God, as was the heart of his father David.
Thread 31: Line 9117: 1 Kings 11:5	For Solomon worshipped Ashtoreth, the goddess of the Sidonians, and Milcom, the idol of the Ammonites.
Thread 31: Line 9120: 1 Kings 11:8	And he acted in this manner for all his foreign wives, who were burning incense and immolating to their gods.
Thread 31: Line 9122: 1 Kings 11:10	and who had instructed him about this matter, lest he follow strange gods. But he did not observe what the Lord commanded to him.
Thread 31: Line 9145: 1 Kings 11:33	For he has abandoned me, and he has adored Ashtoreth, the goddess of the Sidonians, and Chemosh, the god of Moab, and Milcom, the god of the sons of Ammon. And he has not walked in my ways, so that he would do justice before me, and so that he would carry out my precepts and judgments, as his father David did.
Thread 31: Line 9183: 1 Kings 12:28	And devising a plan, he made two golden calves. And he said to them: “No longer choose to ascend to Jerusalem. Behold, these are your gods, O Israel, who led you away from the land of Egypt!”
Thread 26: Line 7665: 1 Samuel 17:43	And the Philistine said to David, “Am I a dog, that you approach against me with a staff?” And the Philistine cursed David by his gods.
Thread 78: Line 22820: Zephaniah 2:11	The Lord will be a horror over them, and he will reduce all the gods of the earth. And they will adore him, each man from his own place, all the islands of the Gentiles.
Thread 68: Line 20013: Jeremiah 43:12	And he will kindle a fire in the shrines of the gods of Egypt, and he will burn them down, and he will lead them away captive. And he will clothe himself with the land of Egypt, just as a shepherd is clothed with his cloak. And he will go forth from that place in peace.
Thread 68: Line 20014: Jeremiah 43:13	And he will crush the statues of the house of the Sun, those that are in the land of Egypt, and the shrines of the gods of Egypt he will burn up with fire.”
Thread 68: Line 20017: Jeremiah 44:3	because of the wickedness which they have done, so that they provoked me to wrath, and because they went to offer sacrifice and worship to strange gods, which neither they, nor you, nor your fathers knew.
Thread 68: Line 20019: Jeremiah 44:5	But they did not listen, nor did they incline their ear, so that they would convert from their evil, and so that they would not sacrifice to strange gods.
Thread 68: Line 20022: Jeremiah 44:8	For you have provoked me by the works of your hands, by sacrificing to strange gods in the land of Egypt, into which you have entered in order to live there, and so that you would perish and become a curse and a disgrace before all the nations of the earth.
Thread 68: Line 20029: Jeremiah 44:15	Then all the men, knowing that their wives were sacrificing to strange gods, and all of the women, a great multitude of whom were standing there, and all of the people who were living in the land of Egypt at Pathros, responded to Jeremiah, by saying:
Thread 68: Line 20074: Jeremiah 46:25	The Lord of hosts, the God of Israel, said: Behold, I will visit against the tumult of Alexandria, and against Pharaoh, and against Egypt, and against her gods, and against her kings, and against Pharaoh, and against those who trust in him.
Thread 68: Line 20119: Jeremiah 48:35	And I will take away from Moab, says the Lord, the one who makes offerings in exalted places, and the one who sacrifices to his gods.
